Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,clasificacion_sku,Margen_Bruto,Brecha_Entrega
TRX-13573,PROD-3201,2025-10-22,8.0,384.15,88.47,13,Devuelto,Barranquilla,App,Laptops,1155.0,870.49,144.0,5.0,Occidente,2025-11-22,Catalogo oficial,-3979.1900000000005,8.0
TRX-13574,PROD-3840,2026-01-02,12.0,979.22,24.29,10,En Camino,Medellín,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13575,PROD-3642,2025-08-31,9.0,1843.34,35.33,17,En Camino,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13576,PROD-1709,2025-03-03,13.0,1238.25,53.06,27,Perdido,Bogotá,WhatsApp,Sin especificar,1082.0,1421.66,142.0,5.0,Sur,2024-10-13,Catalogo oficial,-2437.390000000003,22.0
TRX-13577,PROD-3272,2025-03-29,3.0,1445.77,34.95,6,Perdido,Medellín,WhatsApp,Laptops,1085.0,584.65,138.0,0.0,Norte,2025-06-22,Catalogo oficial,2548.41,6.0
TRX-13578,PROD-1683,2025-01-04,9.0,679.17,15.37,20,,Cali,Online,Accesorios,1354.0,286.88,285.0,10.0,Sur,2024-12-13,Catalogo oficial,3515.24,10.0
TRX-13579,PROD-3005,2025-02-10,10.0,385.08,74.31,21,Retrasado,Bogotá,WhatsApp,Smartphones,1722.0,387.67,292.0,10.0,BOD-EXT-99,2024-11-09,Catalogo oficial,-100.21000000000049,11.0
TRX-13580,PROD-2183,2025-03-08,5.0,518.73,17.94,14,Devuelto,Bogotá,Físico,Accesorios,1381.0,914.88,176.0,3.0,Sur,2026-01-17,Catalogo oficial,-1998.6899999999991,11.0
TRX-13581,PROD-1574,2025-07-19,10.0,1071.02,9.99,24,Perdido,Medellín,App,Smartphones,1900.0,631.02,130.0,0.0,Norte,2024-05-01,Catalogo oficial,4390.010000000001,24.0
TRX-13582,PROD-1766,2024-10-20,6.0,567.64,78.67,8,Entregado,Ventas_Web,Físico,Monitores,959.0,888.62,287.0,27.5,Norte,2025-02-16,Catalogo oficial,-2004.5500000000002,-19.5
TRX-13583,PROD-2288,2025-11-20,1.0,1088.51,90.94,7,En Camino,Bogotá,Físico,Accesorios,1795.0,1075.55,164.0,10.0,BOD-EXT-99,2024-06-11,Catalogo oficial,-77.98000000000002,-3.0
TRX-13584,PROD-2847,2025-06-21,9.0,1418.51,77.59,5,Entregado,Ventas_Web,WhatsApp,Sin especificar,630.0,1052.88,179.0,10.0,Norte,2025-05-01,Catalogo oficial,3213.079999999998,-5.0
TRX-13585,PROD-3537,2024-11-11,9.0,1471.45,83.41,6,En Camino,Bucaramanga,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-13586,PROD-1219,2025-09-28,6.0,337.72,61.58,8,Entregado,Bucaramanga,App,Smartphones,1092.0,1274.11,263.0,5.0,Norte,2025-05-01,Catalogo oficial,-5679.92,3.0
TRX-13587,PROD-2470,2025-02-25,8.0,1503.36,89.34,21,En Camino,Bogotá,WhatsApp,Monitores,1209.0,486.4,166.0,10.0,Zona_Franca,2026-01-25,Catalogo oficial,8046.339999999999,11.0
TRX-13588,PROD-1039,2025-08-12,4.0,1348.65,51.605000000000004,3,Perdido,Barranquilla,App,Smartphones,1901.0,590.14,231.0,5.0,Zona_Franca,2025-05-05,Catalogo oficial,2982.4350000000004,-2.0
TRX-13589,PROD-2984,2025-09-05,5.0,33.89,52.19,9,Entregado,Bucaramanga,WhatsApp,Laptops,1727.0,1133.9,189.0,27.5,Norte,2026-01-29,Catalogo oficial,-5552.24,-18.5
TRX-13590,PROD-1559,2025-01-21,5.0,127.16,98.89,25,Retrasado,Medellín,App,Laptops,191.0,647.81,226.0,10.0,Zona_Franca,2025-12-29,Catalogo oficial,-2702.1399999999994,15.0
TRX-13591,PROD-1799,2025-12-10,7.0,1296.04,14.82,10,Retrasado,Cali,Físico,Smartphones,824.0,354.66,131.0,0.0,BOD-EXT-99,2024-04-28,Catalogo oficial,6574.839999999998,10.0
TRX-13592,PROD-2572,2025-02-09,7.0,773.57,81.87,1,Devuelto,Ventas_Web,Físico,Laptops,1793.0,847.09,199.0,3.0,Norte,2025-08-27,Catalogo oficial,-596.5099999999993,-2.0
TRX-13593,PROD-3300,2024-10-08,7.0,300.75,65.93,7,Devuelto,Medellín,WhatsApp,Laptops,940.0,70.32,148.0,5.0,Occidente,2024-06-26,Catalogo oficial,1547.08,2.0
TRX-13594,PROD-3070,2025-07-28,5.0,98.35,60.16,20,,Medellín,WhatsApp,Monitores,1242.0,605.11,212.0,5.0,Occidente,2024-03-29,Catalogo oficial,-2593.96,15.0
TRX-13595,PROD-3674,2025-12-04,4.0,327.2,73.95,6,Devuelto,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13596,PROD-3027,2024-11-10,8.0,1915.45,84.83,13,Entregado,Medellín,WhatsApp,Sin especificar,546.0,706.68,128.0,5.0,BOD-EXT-99,2025-06-23,Catalogo oficial,9585.330000000002,8.0
TRX-13597,PROD-2675,2025-03-05,1.0,1457.86,86.97,7,En Camino,Bogotá,App,Monitores,940.5,924.71,213.0,5.0,Norte,2025-06-24,Catalogo oficial,446.17999999999984,2.0
TRX-13598,PROD-3804,2024-11-23,1.0,1060.13,21.66,8,,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13599,PROD-3014,2025-08-28,6.0,1883.67,23.72,27,Devuelto,Bogotá,WhatsApp,Laptops,1186.0,473.76,222.0,0.0,Norte,2024-08-02,Catalogo oficial,8435.740000000002,27.0
TRX-13600,PROD-2702,2025-02-23,5.5,1242.03,51.605000000000004,29,Perdido,Barranquilla,App,Smartphones,774.0,1452.1,169.0,27.5,Occidente,2024-06-07,Catalogo oficial,-1206.9899999999989,1.5
TRX-13601,PROD-3908,2025-07-31,2.0,1454.03,6.54,21,Retrasado,Medellín,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13602,PROD-2818,2025-10-03,12.0,572.48,17.53,5,Retrasado,Medellín,Físico,Tablets,1374.0,763.4,145.0,3.0,Occidente,2025-10-29,Catalogo oficial,-2308.5699999999997,2.0
TRX-13603,PROD-3001,2025-09-03,3.0,1182.07,30.07,12,Perdido,Bogotá,Online,Accesorios,1638.0,775.9,110.0,5.0,Norte,2024-09-11,Catalogo oficial,1188.44,7.0
TRX-13604,PROD-1685,2025-02-19,4.0,295.52,73.5,6,Retrasado,Medellín,App,Laptops,993.0,343.33,110.0,5.0,BOD-EXT-99,2025-12-23,Catalogo oficial,-264.74,1.0
TRX-13605,PROD-1338,2025-10-03,14.0,814.92,50.2,23,Entregado,Bogotá,WhatsApp,Accesorios,1412.0,1247.79,258.0,10.0,BOD-EXT-99,2025-04-09,Catalogo oficial,-6110.379999999999,13.0
TRX-13606,PROD-3315,2024-12-04,2.0,76.15,77.0,15,Perdido,Bogotá,Online,Monitores,1282.0,989.97,194.0,3.0,Sur,2025-01-07,Catalogo oficial,-1904.64,12.0
TRX-13607,PROD-1126,2024-11-30,10.0,441.09,51.22,21,Entregado,Barranquilla,App,Tablets,586.0,714.0,101.0,27.5,Norte,2025-02-01,Catalogo oficial,-2780.3200000000006,-6.5
TRX-13608,PROD-1903,2025-12-31,7.0,158.99,57.78,21,,Cali,Online,Smartphones,1102.0,1023.98,287.0,5.0,Occidente,2026-01-18,Catalogo oficial,-6112.71,16.0
TRX-13609,PROD-2196,2025-03-18,10.0,781.68,15.55,28,Retrasado,Medellín,Online,Tablets,1014.0,730.11,157.0,0.0,Norte,2025-02-20,Catalogo oficial,500.1499999999987,28.0
TRX-13610,PROD-1133,2025-09-11,1.0,1687.64,78.77,4,Perdido,Cali,Online,Monitores,475.0,1240.01,210.0,5.0,BOD-EXT-99,2025-05-18,Catalogo oficial,368.8600000000001,-1.0
TRX-13611,PROD-2125,2024-09-24,3.0,762.09,77.02,17,Perdido,Ventas_Web,Físico,Sin especificar,1061.0,294.77,113.0,10.0,Norte,2024-07-16,Catalogo oficial,1324.94,7.0
TRX-13612,PROD-1920,2025-07-28,2.0,1664.96,52.475,14,,Bogotá,Online,Monitores,214.0,1350.64,127.0,0.0,Occidente,2025-04-22,Catalogo oficial,576.165,14.0
TRX-13613,PROD-3202,2025-01-19,13.0,1316.43,34.22,7,,Bogotá,Físico,Smartphones,842.0,1379.3,107.0,3.0,Occidente,2025-05-04,Catalogo oficial,-851.5299999999988,4.0
TRX-13614,PROD-2182,2024-09-29,9.0,1023.96,36.21,23,,Medellín,WhatsApp,Sin especificar,172.0,265.33,205.0,0.0,Norte,2025-09-29,Catalogo oficial,6791.459999999999,23.0
TRX-13615,PROD-1688,2025-06-04,8.0,481.41,25.87,13,Perdido,Bogotá,WhatsApp,Smartphones,176.0,626.8,138.0,0.0,Norte,2024-12-08,Catalogo oficial,-1188.9899999999993,13.0
TRX-13616,PROD-2873,2026-01-19,3.0,1845.09,82.31,22,Retrasado,Ventas_Web,Online,Laptops,430.0,448.89,243.0,5.0,BOD-EXT-99,2025-03-02,Catalogo oficial,4106.289999999999,17.0
TRX-13617,PROD-3316,2025-12-27,5.0,117.86,75.97,10,Retrasado,Barranquilla,Físico,Tablets,1604.0,299.96,224.0,10.0,Occidente,2025-02-08,Catalogo oficial,-986.47,0.0
TRX-13618,PROD-3028,2025-10-31,3.0,1380.94,62.87,18,Retrasado,Bogotá,App,Tablets,399.0,1421.29,168.0,5.0,Occidente,2025-06-30,Catalogo oficial,-183.92000000000007,13.0
TRX-13619,PROD-3251,2026-01-13,14.0,1246.27,27.69,2,Devuelto,Barranquilla,WhatsApp,Smartphones,987.0,1042.85,128.0,0.0,Sur,2025-10-22,Catalogo oficial,2820.1900000000005,2.0
TRX-13620,PROD-3092,2025-11-10,11.0,887.67,21.33,22,Devuelto,Bogotá,App,Laptops,1172.0,261.84,248.0,3.0,Occidente,2025-12-31,Catalogo oficial,6862.799999999999,19.0
TRX-13621,PROD-1463,2024-12-06,13.0,488.24,9.78,12,En Camino,Medellín,Online,Laptops,771.0,1106.96,276.0,0.0,Norte,2025-05-27,Catalogo oficial,-8053.14,12.0
TRX-13622,PROD-3345,2025-09-08,12.0,867.08,9.33,13,Perdido,Cali,Físico,Sin especificar,599.0,953.55,256.0,10.0,Zona_Franca,2025-04-08,Catalogo oficial,-1046.9699999999975,3.0
TRX-13623,PROD-1467,2025-04-05,11.0,1746.82,22.78,25,Retrasado,Bogotá,App,Laptops,1626.0,1082.6,170.0,5.0,Norte,2025-03-05,Catalogo oficial,7283.640000000001,20.0
TRX-13624,PROD-2097,2025-03-28,12.0,1675.16,51.93,21,Perdido,Medellín,Físico,Laptops,947.0,855.55,281.0,5.0,Occidente,2025-12-21,Catalogo oficial,9783.390000000003,16.0
TRX-13625,PROD-3224,2025-12-16,11.0,1883.35,14.55,7,,Ventas_Web,WhatsApp,Sin especificar,1901.0,288.62,168.0,10.0,Sur,2025-12-12,Catalogo oficial,17527.48,-3.0
TRX-13626,PROD-2502,2026-01-31,6.0,622.51,57.83,18,Entregado,Bucaramanga,WhatsApp,Laptops,1623.0,576.94,250.0,5.0,Zona_Franca,2025-04-05,Catalogo oficial,215.5899999999997,13.0
TRX-13627,PROD-3220,2024-09-25,5.0,780.34,39.02,22,Entregado,Medellín,Físico,Sin especificar,115.0,953.28,288.0,10.0,Occidente,2026-01-11,Catalogo oficial,-903.7199999999998,12.0
TRX-13628,PROD-1170,2025-03-25,11.0,47.27,47.27,11,Retrasado,Bogotá,WhatsApp,Sin especificar,1605.0,161.36,262.0,10.0,Norte,2024-05-13,Catalogo oficial,-1302.26,1.0
TRX-13629,PROD-3944,2025-08-23,2.0,1886.47,61.44,22,Devuelto,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-13630,PROD-2807,2025-06-22,14.0,665.49,67.61,10,En Camino,Barranquilla,WhatsApp,Monitores,789.0,873.99,173.0,10.0,Sur,2024-05-12,Catalogo oficial,-2986.6100000000006,0.0
TRX-13631,PROD-3237,2025-09-25,10.0,814.29,66.58,22,Devuelto,Bogotá,App,Smartphones,1249.0,303.44,179.0,3.0,Norte,2024-12-31,Catalogo oficial,5041.92,19.0
TRX-13632,PROD-1895,2024-11-13,8.0,1816.53,29.78,6,Perdido,Ventas_Web,WhatsApp,Accesorios,1865.0,1405.09,218.0,10.0,Norte,2024-04-08,Catalogo oficial,3261.74,-4.0
TRX-13633,PROD-2741,2025-06-12,6.0,1057.93,81.91,14,Devuelto,Cali,Físico,Tablets,1533.0,1475.84,276.0,5.0,Norte,2025-09-28,Catalogo oficial,-2589.369999999999,9.0
TRX-13634,PROD-1419,2025-09-25,14.0,1136.69,92.18,20,Retrasado,Bogotá,WhatsApp,Laptops,430.0,479.1,207.0,10.0,BOD-EXT-99,2024-05-06,Catalogo oficial,9114.079999999998,10.0
TRX-13635,PROD-3677,2025-02-02,3.0,360.7,35.01,5,,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13636,PROD-2013,2026-01-17,13.0,1002.33,51.93,20,,Bucaramanga,Físico,Smartphones,883.0,250.64,171.0,10.0,Norte,2024-07-11,Catalogo oficial,9720.04,10.0
TRX-13637,PROD-2219,2025-05-05,13.0,1837.24,6.62,6,Devuelto,Bogotá,App,Smartphones,879.0,1392.79,183.0,27.5,Occidente,2024-09-13,Catalogo oficial,5771.23,-21.5
TRX-13638,PROD-1132,2025-07-29,1.0,1121.85,90.42,9,Entregado,Bucaramanga,Físico,Laptops,889.0,1244.15,196.0,10.0,Zona_Franca,2025-06-23,Catalogo oficial,-212.72000000000025,-1.0
TRX-13639,PROD-2842,2024-11-22,5.0,517.68,92.74,29,Retrasado,Bucaramanga,App,Sin especificar,151.0,168.1,145.0,10.0,BOD-EXT-99,2024-04-30,Catalogo oficial,1655.1599999999996,19.0
TRX-13640,PROD-2076,2025-09-22,12.0,72.05,9.84,5,Retrasado,Medellín,Físico,Laptops,1334.0,1481.0,122.0,3.0,Norte,2026-01-07,Catalogo oficial,-16917.24,2.0
TRX-13641,PROD-2427,2024-10-08,11.0,679.24,5.47,5,Retrasado,Bucaramanga,Físico,Smartphones,617.0,921.15,223.0,0.0,Norte,2025-11-08,Catalogo oficial,-2666.4799999999987,5.0
TRX-13642,PROD-1356,2025-05-09,2.0,1149.46,82.56,19,Devuelto,Bucaramanga,App,Tablets,1776.0,469.69,215.0,0.0,Norte,2025-06-30,Catalogo oficial,1276.98,19.0
TRX-13643,PROD-2798,2025-04-05,13.0,94.8,33.64,13,Entregado,Medellín,App,Smartphones,1456.0,1104.18,187.0,10.0,Sur,2025-06-08,Catalogo oficial,-13155.58,3.0
TRX-13644,PROD-1480,2025-05-31,2.0,1223.49,91.89,27,Devuelto,Bogotá,Físico,Accesorios,1834.0,613.65,226.0,0.0,Norte,2025-08-29,Catalogo oficial,1127.79,27.0
TRX-13645,PROD-1970,2025-12-09,9.0,1051.59,25.59,23,Perdido,Bogotá,Físico,Sin especificar,1779.0,294.0,238.0,0.0,BOD-EXT-99,2024-07-06,Catalogo oficial,6792.719999999999,23.0
TRX-13646,PROD-1859,2025-07-22,11.0,1569.04,86.81,5,,Cali,Online,Smartphones,1628.0,630.45,206.0,5.0,Norte,2025-09-20,Catalogo oficial,10237.679999999997,0.0
TRX-13647,PROD-3408,2024-11-09,13.0,67.49,11.52,14,En Camino,Medellín,Físico,Smartphones,1524.0,867.42,176.0,3.0,Zona_Franca,2025-12-03,Catalogo oficial,-10410.61,11.0
TRX-13648,PROD-3822,2025-05-15,10.0,1563.89,51.605000000000004,2,En Camino,Barranquilla,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13649,PROD-2436,2025-01-21,7.0,1046.55,29.76,25,,Bogotá,Físico,Laptops,1056.0,1390.73,254.0,10.0,Occidente,2025-02-23,Catalogo oficial,-2439.0200000000013,15.0
TRX-13650,PROD-3911,2026-02-03,6.0,747.35,97.45,5,En Camino,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-13651,PROD-3499,2025-08-08,13.0,1931.11,26.96,23,,Barranquilla,Físico,Accesorios,1698.0,81.87,164.0,10.0,Norte,2026-01-12,Catalogo oficial,24013.16,13.0
TRX-13652,PROD-3591,2024-11-11,1.0,328.64,17.64,28,Perdido,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-13653,PROD-2753,2026-01-04,14.0,1087.24,86.42,23,Perdido,Cali,Online,Smartphones,1864.0,94.01,124.0,27.5,Zona_Franca,2026-01-08,Catalogo oficial,13818.800000000001,-4.5
TRX-13654,PROD-1679,2024-11-02,10.0,648.75,16.19,26,Perdido,Cali,App,Tablets,964.0,378.82,292.0,5.0,Sur,2025-06-30,Catalogo oficial,2683.11,21.0
TRX-13655,PROD-3523,2025-12-22,2.0,1059.7,14.26,12,Entregado,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-13656,PROD-1570,2024-10-14,11.0,1109.03,35.73,24,Retrasado,Ventas_Web,App,Laptops,357.0,1004.25,183.0,10.0,Norte,2025-03-11,Catalogo oficial,1116.8500000000004,14.0
TRX-13657,PROD-1846,2025-09-28,7.0,188.0,65.36,20,,Bucaramanga,Físico,Tablets,1267.0,338.03,224.0,10.0,Sur,2026-01-17,Catalogo oficial,-1115.5700000000002,10.0
TRX-13658,PROD-1847,2025-03-23,3.0,1325.66,72.52,7,Perdido,Medellín,Online,Tablets,1929.0,407.94,180.0,3.0,Sur,2025-12-13,Catalogo oficial,2680.6400000000003,4.0
TRX-13659,PROD-1243,2024-09-27,2.0,1272.62,88.72,3,En Camino,Bogotá,App,Laptops,1617.0,1047.67,157.0,5.0,Zona_Franca,2025-03-04,Catalogo oficial,361.17999999999984,-2.0
TRX-13660,PROD-3335,2025-02-14,6.0,1541.24,51.93,9,,Medellín,Físico,Accesorios,185.0,656.08,146.0,10.0,Norte,2026-01-01,Catalogo oficial,5259.030000000001,-1.0
TRX-13661,PROD-2436,2025-09-14,8.0,190.41,56.39,15,En Camino,Bogotá,App,Laptops,1056.0,1390.73,254.0,10.0,Occidente,2025-02-23,Catalogo oficial,-9658.949999999999,5.0
TRX-13662,PROD-3180,2024-12-09,8.0,601.54,42.37,15,,Cali,WhatsApp,Accesorios,1313.0,691.91,109.0,5.0,Norte,2024-05-11,Catalogo oficial,-765.3299999999999,10.0
TRX-13663,PROD-2151,2025-05-11,11.0,1303.72,39.09,8,,Bogotá,Físico,Monitores,1057.0,597.18,238.0,27.5,BOD-EXT-99,2024-07-16,Catalogo oficial,7732.85,-19.5
TRX-13664,PROD-3444,2025-07-16,2.0,282.09,85.46,28,Devuelto,Ventas_Web,Online,Accesorios,430.0,462.78,113.0,27.5,Zona_Franca,2024-07-25,Catalogo oficial,-446.84000000000003,0.5
TRX-13665,PROD-3206,2025-09-05,6.0,1358.42,73.76,26,Retrasado,Bogotá,Físico,Smartphones,906.0,900.04,132.0,0.0,Occidente,2026-01-10,Catalogo oficial,2676.5200000000004,26.0
TRX-13666,PROD-1689,2026-01-14,12.0,127.46,91.02,16,Perdido,Medellín,App,Tablets,1778.0,791.98,298.0,27.5,Norte,2024-04-08,Catalogo oficial,-8065.26,-11.5
TRX-13667,PROD-2325,2025-04-19,5.0,676.51,96.58,25,Retrasado,Bogotá,Físico,Laptops,940.0,289.97,292.0,10.0,Norte,2024-11-14,Catalogo oficial,1836.1200000000001,15.0
TRX-13668,PROD-3883,2025-03-04,7.0,1694.96,33.5,2,Perdido,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13669,PROD-2198,2025-03-09,4.0,1550.84,55.32,20,En Camino,Ventas_Web,Online,Smartphones,1991.0,311.23,224.0,3.0,Norte,2025-08-17,Catalogo oficial,4903.12,17.0
TRX-13670,PROD-2185,2025-06-27,12.0,1293.07,65.02,1,Retrasado,Bucaramanga,App,Accesorios,1769.0,604.08,157.0,5.0,Norte,2024-05-12,Catalogo oficial,8202.859999999999,-4.0
TRX-13671,PROD-3345,2025-05-17,13.0,1742.21,20.57,24,Retrasado,Bucaramanga,WhatsApp,Sin especificar,599.0,953.55,256.0,10.0,Zona_Franca,2025-04-08,Catalogo oficial,10232.01,14.0
TRX-13672,PROD-2095,2025-03-17,2.0,1421.45,51.605000000000004,29,Perdido,Barranquilla,App,Tablets,1662.0,148.87,293.0,27.5,Zona_Franca,2025-02-10,Catalogo oficial,2493.5550000000003,1.5
TRX-13673,PROD-3107,2024-11-14,10.0,1043.56,10.07,4,Perdido,Medellín,Online,Smartphones,634.0,1449.9,278.0,3.0,Sur,2024-06-27,Catalogo oficial,-4073.470000000001,1.0
TRX-13674,PROD-3782,2025-09-06,3.0,1959.64,87.44,4,Retrasado,Barranquilla,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-13675,PROD-1390,2024-10-02,9.0,1392.76,55.87,23,,Bogotá,Online,Smartphones,65.0,884.27,138.0,10.0,Sur,2025-03-09,Catalogo oficial,4520.54,13.0
TRX-13676,PROD-1555,2025-02-15,10.0,1206.72,59.22,6,Perdido,Barranquilla,Físico,Sin especificar,342.0,1029.71,191.0,5.0,Sur,2024-03-19,Catalogo oficial,1710.880000000001,1.0
TRX-13677,PROD-2685,2025-05-07,8.0,823.65,57.72,3,Retrasado,Bucaramanga,Online,Laptops,424.0,607.55,103.0,5.0,Norte,2024-09-26,Catalogo oficial,1671.08,-2.0
TRX-13678,PROD-1242,2025-05-16,13.0,1805.8,76.72,8,Devuelto,Bogotá,WhatsApp,Accesorios,443.0,1006.28,283.0,5.0,Norte,2025-09-22,Catalogo oficial,10317.039999999999,3.0
TRX-13679,PROD-2135,2025-12-30,9.0,598.46,18.82,2,Retrasado,Bogotá,App,Smartphones,937.0,462.07,257.0,0.0,Zona_Franca,2025-02-19,Catalogo oficial,1208.6900000000005,2.0
TRX-13680,PROD-3686,2025-05-22,5.0,28.35,63.33,29,Entregado,Medellín,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13681,PROD-1519,2025-07-24,13.0,401.51,49.6,17,Retrasado,Bucaramanga,Online,Tablets,1994.0,206.66,128.0,5.0,Norte,2025-01-25,Catalogo oficial,2483.4500000000003,12.0
TRX-13682,PROD-3873,2024-12-02,5.0,227.94,90.21,28,,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13683,PROD-1543,2025-02-27,7.0,644.8,54.36,12,Devuelto,Barranquilla,Online,Tablets,1681.0,725.96,256.0,27.5,Sur,2025-06-18,Catalogo oficial,-622.4800000000005,-15.5
TRX-13684,PROD-2022,2024-10-11,7.0,1653.5,51.605000000000004,29,Devuelto,Medellín,App,Tablets,0.0,333.78,145.0,3.0,Zona_Franca,2024-03-19,Catalogo oficial,9186.435,26.0
TRX-13685,PROD-1599,2024-11-16,1.0,1306.54,94.58,12,,Bucaramanga,Online,Laptops,139.0,850.93,155.0,10.0,Norte,2025-02-14,Catalogo oficial,361.03,2.0
TRX-13686,PROD-3913,2025-12-10,12.0,346.27,38.56,15,En Camino,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13687,PROD-2319,2025-04-25,14.0,1579.76,96.85,18,,Barranquilla,Físico,Smartphones,1996.0,1310.99,254.0,0.0,BOD-EXT-99,2025-07-28,Catalogo oficial,3665.9300000000003,18.0
TRX-13688,PROD-2013,2025-12-22,5.0,1013.4,88.14,9,En Camino,Barranquilla,Físico,Smartphones,883.0,250.64,171.0,10.0,Norte,2024-07-11,Catalogo oficial,3725.66,-1.0
TRX-13689,PROD-3769,2025-04-19,8.0,1030.3,60.51,21,Entregado,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13690,PROD-2608,2024-10-13,7.0,730.6,38.6,5,Perdido,Ventas_Web,Físico,Laptops,1246.0,81.68,182.0,27.5,Norte,2025-02-09,Catalogo oficial,4503.84,-22.5
TRX-13691,PROD-3004,2025-07-01,11.0,1730.59,40.71,22,Perdido,Bogotá,Físico,Sin especificar,1863.0,986.6,294.0,5.0,Norte,2025-05-31,Catalogo oficial,8143.1799999999985,17.0
TRX-13692,PROD-1582,2025-05-29,2.0,643.47,78.41,3,Devuelto,Bogotá,Físico,Accesorios,512.0,139.1,244.0,5.0,Zona_Franca,2025-01-28,Catalogo oficial,930.33,-2.0
TRX-13693,PROD-3365,2024-10-20,14.0,197.34,60.16,17,Devuelto,Bogotá,App,Smartphones,1316.0,794.6,173.0,0.0,BOD-EXT-99,2025-04-20,Catalogo oficial,-8421.8,17.0
TRX-13694,PROD-3590,2025-11-19,8.0,612.43,43.15,29,En Camino,Bucaramanga,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13695,PROD-2100,2025-11-13,2.0,1433.55,65.43,24,Devuelto,Cali,WhatsApp,Smartphones,1041.0,596.46,255.0,27.5,Sur,2025-07-14,Catalogo oficial,1608.7499999999998,-3.5
TRX-13696,PROD-3571,2025-07-15,10.0,1318.59,51.93,23,Retrasado,Ventas_Web,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13697,PROD-2696,2025-04-21,1.0,384.15,74.66,12,Retrasado,Barranquilla,Online,Laptops,530.0,781.53,155.0,5.0,Occidente,2025-12-24,Catalogo oficial,-472.03999999999996,7.0
TRX-13698,PROD-2536,2025-07-04,11.0,232.45,7.18,14,Entregado,Bogotá,App,Laptops,593.0,737.75,246.0,10.0,Norte,2024-06-25,Catalogo oficial,-5565.4800000000005,4.0
TRX-13699,PROD-2851,2024-10-12,11.0,1325.12,13.54,8,Retrasado,Medellín,Físico,Laptops,374.0,261.0,221.0,3.0,Sur,2024-07-16,Catalogo oficial,11691.779999999999,5.0
TRX-13700,PROD-1309,2024-10-12,7.0,1355.99,13.98,9,Entregado,Cali,Físico,Laptops,394.0,764.18,151.0,0.0,Sur,2024-03-26,Catalogo oficial,4128.690000000001,9.0
TRX-13701,PROD-3595,2025-08-18,14.0,738.64,27.03,2,En Camino,Barranquilla,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-13702,PROD-1381,2025-10-23,11.0,1687.17,45.56,21,Retrasado,Cali,Online,Laptops,1535.0,232.64,281.0,0.0,BOD-EXT-99,2024-11-02,Catalogo oficial,15954.270000000002,21.0
TRX-13703,PROD-2650,2025-01-20,3.0,1956.63,81.35,2,Entregado,Barranquilla,Online,Smartphones,1041.0,1419.83,212.0,5.0,Occidente,2025-08-24,Catalogo oficial,1529.0500000000002,-3.0
TRX-13704,PROD-3111,2024-12-28,3.0,419.23,38.35,29,Perdido,Barranquilla,Online,Monitores,170.0,246.83,230.0,5.0,Norte,2024-08-22,Catalogo oficial,478.85,24.0
TRX-13705,PROD-2139,2025-01-20,6.0,1158.37,6.66,24,Entregado,Cali,Físico,Laptops,1316.0,839.61,299.0,0.0,Occidente,2025-12-30,Catalogo oficial,1905.8999999999996,24.0
TRX-13706,PROD-3845,2024-10-17,12.0,20.64,50.92,16,,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-13707,PROD-2511,2025-02-22,3.0,1428.98,99.68,20,Retrasado,Ventas_Web,App,Smartphones,490.0,1120.89,112.0,0.0,BOD-EXT-99,2024-09-03,Catalogo oficial,824.5900000000006,20.0
TRX-13708,PROD-2862,2025-05-25,7.0,834.42,52.475,11,Entregado,Barranquilla,Online,Smartphones,168.0,121.5,199.0,10.0,Sur,2025-02-16,Catalogo oficial,4937.964999999999,1.0
